,y
39989,1
38957,0
21693,0
12848,0
41095,0
6269,0
16415,0
28799,0
12488,0
17731,0
40012,0
2742,0
24704,0
16858,0
34802,0
21610,0
777,0
20337,0
15056,0
37282,1
26121,0
35865,0
34935,0
37416,1
12871,0
33985,0
18121,0
33203,0
5859,0
22887,0
10842,0
23939,0
40427,1
17191,0
14180,0
38347,1
29508,0
1525,0
2617,0
13002,0
5023,0
31963,0
801,0
15946,0
15111,0
27837,0
36000,0
17074,1
35429,0
36931,0
3347,0
557,0
4159,0
15934,0
29625,0
32806,0
1934,0
4428,0
37496,0
19879,0
9484,0
13419,0
31004,0
31965,0
29748,1
11125,0
39754,1
21659,0
30242,0
36147,0
25208,0
35814,0
28018,0
15084,0
21881,0
25444,0
29251,0
1383,0
35334,0
18254,0
28859,0
14227,0
19984,0
26869,0
13706,0
23378,0
34823,0
29253,0
8683,0
26008,0
19362,0
25249,0
5420,0
26743,0
38829,0
13438,1
5156,0
5763,0
34293,0
35006,0
27716,0
34546,0
2091,0
30874,0
9957,0
36986,1
4190,0
11122,0
16458,0
27623,0
35301,0
33094,0
17922,0
7073,0
39475,1
31369,0
15079,0
17555,0
10732,0
17849,0
1783,0
24438,0
38345,1
354,0
34027,0
6766,0
40365,1
16975,0
29267,0
6168,0
40496,1
37331,1
38072,1
26348,0
14009,0
35916,0
2369,0
26470,1
9470,0
12816,0
36049,0
24825,0
13733,0
31502,0
30255,0
24186,0
17466,0
36435,0
7105,0
29297,0
7395,0
11469,0
27804,0
32215,0
26959,0
17509,1
5939,0
13680,0
39079,1
35269,0
33399,0
26923,0
13044,0
30334,0
33219,0
38749,0
18025,0
7013,0
31991,0
11815,0
9400,0
28265,0
40997,0
16731,0
13079,0
37105,0
28505,0
26994,0
6268,0
11250,0
7683,0
38899,1
4416,0
15632,0
10498,0
4218,0
9233,0
36518,0
24983,0
6102,0
26235,0
22952,0
1012,0
14974,0
23584,0
4227,0
4935,0
13042,0
30228,0
23194,0
18202,0
29422,0
17079,0
32640,0
16359,0
35371,1
27325,0
29259,0
11843,0
40657,0
19930,0
30443,0
33101,0
14466,0
17020,0
33023,0
23803,0
38002,1
12357,0
14038,0
606,0
27994,1
19992,0
24429,0
31321,0
39149,1
2909,0
19989,0
23980,0
18926,0
37733,0
7250,0
14728,0
21359,0
23802,0
36152,1
35776,0
16528,0
39424,1
28949,0
28806,0
36738,1
352,0
16723,0
6032,0
6185,0
32456,0
9144,0
39265,0
17144,0
23702,0
4697,0
13351,0
5362,0
14868,0
20991,0
259,0
436,0
35626,0
13696,0
34586,0
20942,0
24395,0
32743,0
35116,0
27867,1
33547,0
7820,0
30716,0
39919,0
28692,0
23564,0
24442,0
37152,1
12237,0
423,0
40453,0
36021,0
29876,0
36946,1
4769,1
38113,1
14982,0
6950,0
32692,0
15708,0
37076,0
28710,0
18891,0
36603,0
11604,0
32131,0
32553,0
24390,0
7507,0
8211,0
28156,1
8960,0
16666,0
7508,0
7806,0
15188,0
7930,0
40597,0
40442,1
25491,0
22443,0
41037,0
32251,0
40698,0
14131,0
24936,0
11728,0
10829,0
22355,1
442,0
12028,0
27494,0
20277,0
22930,0
13001,0
6818,0
39357,1
19505,0
103,0
13244,0
2564,0
1745,0
28010,0
28839,1
5496,0
22000,0
35569,0
39749,1
34606,0
17156,0
2202,0
40853,0
10054,0
37243,0
15630,0
134,0
1757,0
33587,0
15682,0
21565,0
7741,0
5249,0
4865,0
39630,0
3173,0
23330,1
25392,0
18503,0
10164,0
31331,0
33384,0
11244,1
1881,0
39721,0
20519,0
26543,0
14760,0
40063,0
38854,0
22036,0
30932,0
8812,0
7202,0
39518,0
13746,0
7388,0
3198,0
1973,0
19656,0
17985,0
4967,0
25894,0
24563,0
32037,0
35724,0
7524,0
7424,0
32105,0
9000,0
5689,0
35597,0
28660,0
40292,1
14353,0
27328,0
23988,0
21514,0
2312,0
31752,0
40950,0
16940,0
7781,0
16761,0
37112,1
18955,0
21364,0
32665,1
30551,0
9434,0
9971,0
25617,0
25318,0
30746,0
39171,1
11,0
6902,0
3931,0
37824,0
25599,0
4718,0
26800,0
23834,0
5064,0
8347,0
19241,0
21115,0
23349,0
24864,0
29514,0
17077,0
18206,0
27589,0
32719,0
6886,0
34869,0
19799,0
14916,0
434,0
34177,0
15878,0
39543,0
24260,0
24792,1
30999,0
6977,0
22984,0
7868,0
23014,0
8084,0
21111,0
31474,0
18312,0
19288,0
15676,0
40467,1
8925,0
4741,0
14672,0
16366,0
29841,0
29723,0
5989,0
40148,0
35710,0
22750,0
22939,0
13883,0
19491,0
20084,0
17908,0
8654,0
12743,0
33786,0
38147,0
39671,0
34633,0
2021,0
5009,0
40594,1
28297,1
16308,0
11490,0
36939,1
12697,0
28160,0
8424,0
17420,0
27552,0
16511,0
17658,0
15224,0
40386,0
34884,0
12014,0
7173,0
10618,0
22467,0
16651,0
15356,0
26075,0
13181,0
7359,1
8481,0
15271,0
37912,0
18517,0
22490,0
40232,0
12721,0
15955,0
41068,0
11334,0
5322,0
15611,0
21501,0
4759,0
9058,0
30251,0
22889,0
40069,0
25546,0
24977,0
39100,0
17441,0
30037,0
437,0
6406,0
7151,0
32376,0
30606,0
35358,0
13682,0
10244,0
10218,0
1375,0
15361,0
21430,0
425,0
22295,0
17434,0
38078,1
31340,0
40759,1
3369,0
39146,0
19122,0
3278,0
14356,1
10325,0
40895,0
38284,1
21401,0
21390,0
14342,0
24239,0
5270,0
4846,0
27846,1
17024,0
27740,0
7593,0
8354,0
8388,0
3780,0
21199,0
24341,0
18384,0
736,0
29014,0
28718,0
11875,0
23016,0
28682,0
31944,1
9559,0
17218,0
29314,0
8021,0
12007,0
6721,0
27465,1
18189,0
24772,0
26254,0
7831,0
6664,0
12662,0
23575,0
10311,0
2731,0
36625,0
25992,0
23209,0
6442,0
7301,0
37845,0
32245,0
15989,0
36801,0
4411,0
32728,1
41117,1
5236,0
17113,0
11617,0
22412,0
37681,1
4170,0
29170,0
6460,0
5402,0
320,0
20069,0
18651,0
38094,0
33601,0
40405,0
28058,0
955,0
30570,0
6674,0
5158,0
5151,0
7680,0
5937,0
22462,0
21831,0
40188,1
4502,0
7758,0
39651,0
9668,0
27424,0
32308,0
26666,0
36230,0
2274,0
33161,0
34591,0
3221,0
4685,0
40898,1
17766,0
35199,0
3507,0
33371,0
30073,0
3393,0
19608,0
6017,0
18276,0
15668,0
13299,0
20117,0
40353,0
27047,1
34547,0
23076,0
40865,0
14691,0
24160,0
33799,1
22273,0
30182,1
31565,0
11694,0
16292,0
33111,0
1024,0
1932,0
13611,0
20363,0
17611,0
20948,0
23876,0
39520,1
8801,0
1433,0
10854,0
31990,0
31582,0
28527,0
22584,0
20686,0
38963,0
29935,0
33500,0
16151,0
30468,1
23381,0
10391,0
2875,0
30645,0
38501,0
22509,0
38277,1
35595,0
12516,0
36800,0
38215,0
37557,0
30503,0
36199,0
30236,1
13258,1
25452,0
23573,0
26146,0
9863,0
5749,0
21886,0
29184,0
19229,0
7338,0
1983,0
13381,0
35264,0
5109,0
16316,0
9180,0
9150,0
23459,0
29320,0
37415,0
14668,0
34894,0
33876,0
13555,0
20065,0
39564,0
35531,0
23772,0
38071,1
4877,0
21783,1
24405,0
15756,0
29443,0
25784,0
33950,0
19353,0
18572,0
539,0
2716,0
19723,0
29535,0
26672,0
14247,0
3716,0
26698,0
12468,0
21948,0
12340,0
38913,0
21109,0
40050,1
22251,0
14801,0
30688,0
35928,0
28032,0
40705,0
6,0
14896,0
22590,0
35542,0
2060,0
28786,0
13208,0
39810,0
24628,0
15562,0
3924,0
25619,0
22923,0
29824,1
40222,0
23146,0
4013,0
27723,1
27868,1
38534,0
36704,0
40273,1
26999,1
28420,0
20677,0
41048,0
3067,0
34981,0
24280,0
38514,1
27816,1
6482,0
21188,0
40782,1
34420,0
7520,0
15914,0
34732,0
19163,0
29283,0
22364,0
373,0
20480,0
2656,0
447,0
6537,0
19609,0
27059,0
31918,0
5503,0
24025,1
11638,0
6964,0
6103,0
15337,0
13109,0
8939,0
20314,0
386,0
32141,0
15358,0
13046,0
3086,0
39628,0
17128,0
39300,0
7309,0
39066,1
27778,1
30189,1
8624,0
32402,0
18893,0
7573,0
25964,0
2864,0
31184,0
24619,0
31685,0
26978,0
18329,0
16338,0
699,0
15734,0
24064,0
10880,0
28340,0
14204,0
478,0
25795,0
27336,0
3340,0
17587,0
4992,0
9793,0
6514,0
38001,1
12115,0
34932,0
11867,0
19028,0
90,0
29605,0
4944,0
3440,0
20908,0
11273,0
36812,0
39690,1
17416,0
37802,0
4281,0
24745,0
24740,0
32321,0
25849,0
361,0
35952,0
32226,0
30086,0
22162,0
6879,0
9636,1
6979,0
10660,0
38842,0
17867,0
16533,0
4573,0
3728,0
9494,0
18881,0
13423,0
1602,0
35382,0
25001,0
15090,0
17864,0
37087,0
23541,0
28683,0
25298,0
36432,1
33406,0
2956,0
24206,0
23565,0
16794,0
23682,0
19997,0
5744,0
19522,0
18630,0
35437,0
26724,0
18592,0
22392,0
17959,0
38931,1
15469,0
37528,0
32437,0
29178,0
34940,0
30745,0
9933,0
836,0
19855,0
39851,1
9951,0
31423,0
39667,1
31178,0
6935,0
10821,0
14630,0
23241,0
32552,0
9521,0
24875,0
2537,0
14841,0
40199,1
22745,0
26458,0
34883,0
4978,0
12126,0
17213,0
5334,0
28815,0
4929,0
29885,0
6754,0
13343,0
6431,0
25539,0
39394,1
20730,0
9319,0
18584,0
40420,1
30436,1
495,0
40436,0
15599,0
19292,0
13390,0
25646,0
13305,0
19501,0
16173,0
27582,0
29967,1
36418,0
9342,0
23313,0
2465,0
3356,0
35684,1
15652,0
33579,0
38990,1
4473,0
13365,0
40129,0
36057,0
169,0
4494,0
4446,0
37833,1
24255,0
14809,0
33778,0
21820,0
2380,0
10676,1
10490,0
29820,1
7554,0
8016,0
17033,0
19414,0
26376,0
24883,0
37281,1
10303,0
5393,0
28264,0
16690,0
12292,0
35108,0
3378,0
21112,1
4007,0
31000,0
18958,0
15411,0
1169,0
5502,0
2391,0
36043,0
22250,0
5183,0
36642,0
22718,0
21785,0
33262,0
16220,0
22325,0
5430,0
13991,0
6203,0
19991,0
17877,0
12744,0
37492,1
35042,0
37712,0
12365,0
34808,0
26738,0
5014,0
29294,0
38937,1
1946,0
28611,0
20968,0
33204,0
9868,0
15475,0
27968,0
30293,0
21707,0
28724,1
17615,0
19168,0
18975,0
23737,0
29164,0
3994,0
14139,0
37829,1
23428,0
32765,0
27463,0
24188,0
21203,0
19859,0
36436,0
15256,0
10694,0
40130,0
37941,1
18636,0
12901,0
7688,0
6419,0
18091,0
30134,1
28761,0
34712,0
35440,1
32095,0
29674,0
19482,0
3449,0
20977,0
24223,0
5111,0
30488,0
33484,0
26157,0
13538,0
21546,0
26209,0
23128,0
9554,0
10359,0
28338,1
40079,1
38799,1
40336,1
26085,0
31470,0
30235,1
14117,0
33200,1
7256,0
24366,0
34211,0
39720,0
13543,0
24763,0
32219,0
19341,0
20666,0
28598,1
35086,0
30122,0
33764,0
14285,0
23226,0
862,0
13979,0
194,0
40438,0
38874,0
13681,0
7475,1
9706,0
14048,0
13278,0
3550,0
33882,0
15055,0
1538,0
20566,0
17963,0
34382,1
12230,0
29349,0
30221,0
17469,0
21918,0
5942,0
30139,1
4842,0
20210,0
15132,0
2804,0
24882,0
25126,0
11988,0
37012,1
10610,0
21596,0
29482,0
33037,0
39526,1
11454,0
7648,0
33448,0
32676,0
23003,0
3430,0
29996,0
19994,0
36995,0
32962,0
4556,0
5110,0
2989,0
15063,0
422,0
23317,0
33104,0
33819,0
10012,0
1010,0
4922,0
18767,0
33410,0
32636,0
24693,0
22795,0
33698,0
11743,0
16865,0
1692,0
35663,1
18952,0
32229,0
22191,0
1863,0
32858,0
19773,0
29015,0
39221,1
22711,0
33174,1
6874,0
39115,1
35432,0
17527,0
4987,0
37835,0
12629,0
17523,0
2573,0
1680,0
28542,0
27989,0
7974,0
38011,0
39835,1
32797,0
1700,0
12819,0
28370,0
37521,0
2593,0
31362,0
21102,1
19157,0
37390,0
271,0
22207,0
2823,0
39230,1
28910,0
12019,0
27464,0
35500,0
37704,1
31645,0
27398,0
25361,0
40646,0
27628,0
23664,0
11166,0
10434,0
27150,0
27516,0
12918,0
31824,0
4298,0
12099,0
25102,0
23254,0
28956,1
13207,0
18099,0
31160,0
30777,0
29736,0
37425,1
338,0
14162,0
34238,0
30608,0
35721,0
33232,0
40776,0
15776,1
19951,0
14790,0
29684,0
38653,1
27641,0
14761,0
28651,0
26916,0
39993,1
15662,0
25814,0
25612,0
7187,0
9501,0
7004,0
23637,0
37797,0
39804,1
992,0
34236,0
33967,0
38810,1
7692,0
12976,0
30471,1
19837,0
30448,1
24681,0
39450,0
40412,0
4191,0
19325,0
5732,0
25709,0
7482,0
17976,0
35568,0
36596,0
15793,1
28983,0
36362,1
33932,0
4815,0
17934,1
39021,1
31365,0
26371,0
22800,0
37884,0
8073,0
18816,0
5335,0
10793,0
39633,0
23681,0
41157,0
36873,1
34249,0
29307,0
37994,1
24682,0
24314,0
20349,0
31435,0
22352,0
18295,0
40411,1
26826,0
10705,0
16327,0
2984,0
24182,0
13335,0
30413,1
21626,0
27502,0
11921,0
16481,0
35443,0
31570,0
18802,0
25627,0
8456,0
24247,0
8802,0
36197,0
18461,0
4947,0
20852,0
11755,0
30157,1
38860,0
36937,1
17270,0
13368,0
39969,1
4422,0
34608,0
7488,0
12509,0
40991,0
1494,0
38202,0
22016,0
9247,0
25966,0
39790,0
25779,0
25530,0
22720,0
39305,1
20650,0
15542,0
30938,0
29114,0
13460,1
4242,0
4740,0
20959,0
13657,0
24518,0
15665,0
7736,0
9148,0
7582,0
3829,0
18837,0
3053,0
12375,0
19709,0
24944,1
9805,0
8166,0
20739,0
359,0
23748,0
8102,0
21577,0
29987,0
15648,0
20779,1
35507,0
40616,1
39704,1
1586,0
22729,0
4408,0
32874,0
4092,0
32961,0
4965,0
10145,0
30364,0
26464,0
1826,0
36936,0
40450,1
30827,0
23387,0
19721,0
24055,1
12073,0
35746,0
25526,0
40421,1
25410,0
11495,0
14592,1
3784,0
10159,0
27559,0
27508,0
18438,0
30850,0
16638,0
3162,0
38755,1
16773,0
33830,0
24627,0
4073,0
23450,0
5835,0
29441,0
5388,0
9752,0
28803,0
9673,0
14987,0
20827,0
27049,0
3755,0
16034,0
16471,0
29860,0
25398,0
5288,0
31203,0
15031,0
14871,1
21396,1
17926,0
33375,0
18761,0
28884,0
19621,0
4440,0
4916,0
23265,0
34232,0
21712,0
33312,0
1676,0
30298,0
26051,0
1019,0
31871,0
40911,0
15040,0
20014,0
16116,0
16038,0
18371,0
24548,0
31802,0
11625,0
19933,0
28204,1
40385,1
36343,0
31664,0
32111,0
34036,0
12974,0
31751,0
34461,0
33400,0
29774,0
3329,0
4805,0
23413,0
26369,0
1366,0
34709,0
25974,0
13388,0
9926,0
16693,0
5320,0
3386,0
17361,0
27730,1
6316,0
37856,0
14655,0
31976,0
21113,1
10790,0
479,0
2289,0
14650,0
28694,0
12644,0
32346,0
19080,0
13487,0
38407,1
39862,0
25946,0
6690,0
22587,0
37541,0
1485,0
13737,1
21128,0
33570,0
29241,0
15197,0
12160,0
27172,0
36993,0
17986,0
19115,1
26922,0
10810,0
15646,0
6059,0
4228,0
17059,0
31301,0
30565,1
16703,0
11049,0
14472,0
27745,0
34007,0
15446,0
37375,0
2130,0
19319,0
37513,0
31364,1
17557,0
30896,0
17342,0
8094,0
40762,1
3591,0
32967,0
11152,0
27082,1
12072,0
10123,0
8574,0
16486,0
10473,0
34264,0
24296,0
20659,0
4603,0
31438,0
6196,0
35813,1
3372,0
4592,0
9984,0
41094,0
11765,0
1453,0
40465,1
32178,0
1467,0
37736,0
1398,0
22852,0
37221,0
35208,0
30260,1
19779,0
26221,0
26461,0
7778,0
10623,0
12191,1
36213,0
33995,0
25896,0
27111,0
40205,0
20642,0
25794,0
24725,0
17952,0
17883,0
21121,0
6936,0
6942,0
2793,0
9185,0
22129,0
25080,0
40472,1
27574,0
27844,0
20507,0
35499,0
34807,0
5032,0
25003,0
26668,0
21194,1
39057,1
37948,0
32247,0
16395,0
414,0
9909,0
15021,0
1557,0
39889,1
35131,0
17310,0
26547,0
33030,0
14092,0
27792,0
18758,0
16891,0
1357,0
24496,0
2740,0
3319,0
16956,0
25760,0
31463,1
36287,0
13812,0
11739,0
21656,0
28544,1
16976,0
9398,0
22188,0
18920,0
12058,0
10139,0
35466,0
33236,1
2741,0
91,0
32865,0
19280,0
23749,0
31967,0
10720,0
1774,0
22286,0
30093,0
11039,0
19592,0
30476,0
27213,0
38389,0
9390,0
29296,0
40021,1
38247,0
4859,0
18569,0
13429,0
22541,0
40221,1
37803,1
13868,0
16266,0
39455,1
19549,0
24618,0
22408,0
22026,0
11021,0
29653,0
36735,1
23406,0
21331,0
2435,0
21553,0
8134,0
4485,1
38468,0
23370,0
35596,0
14485,0
18719,0
22315,0
9754,0
17709,0
18673,0
23952,0
7629,0
2553,0
12950,0
32780,0
26268,0
3249,0
37244,0
3676,0
37905,1
702,0
10242,0
25937,0
7898,0
34277,0
6056,0
4973,0
35653,0
30798,0
18456,1
17485,0
17202,0
20297,0
1347,0
15180,0
29769,0
40678,0
2026,0
21084,0
29079,0
17294,0
1023,0
32382,0
31952,0
28623,0
40355,1
40090,0
9346,0
12287,0
572,0
31268,0
35950,0
36102,0
18702,0
14756,0
7919,0
20660,0
2175,0
6372,0
25407,0
5783,0
34129,0
28807,0
40702,0
7775,0
21836,1
35634,1
22683,0
27378,0
14926,0
37174,0
6170,0
14128,0
15723,0
36134,1
34164,0
41154,0
20276,0
37828,0
14753,0
19492,0
36074,1
10210,0
40317,1
20187,1
5240,0
22254,0
608,0
11883,0
20564,0
17371,0
27926,0
23293,0
34149,0
30247,1
935,0
20013,0
12592,0
37026,1
16888,0
29492,0
36347,1
25580,0
26270,0
28379,0
32481,0
1041,0
11596,0
28270,1
12325,0
30990,0
22204,0
4686,0
1103,0
29516,0
14931,0
21166,0
23070,0
25070,0
31024,0
9031,0
33036,0
23562,0
8729,0
33311,0
38396,1
16422,0
9094,0
28485,0
20493,0
339,0
20543,0
33243,0
22259,0
25843,0
7574,0
14389,0
36906,0
30308,0
24270,0
26476,0
9204,1
1735,0
13190,0
1603,0
32571,0
15029,0
8428,0
17109,1
21526,0
28548,0
15551,0
20848,0
20310,0
17106,0
10306,0
15150,0
33224,0
5810,0
11011,0
27988,1
28997,0
5596,0
23189,0
14879,1
36238,0
9600,0
22402,0
3080,0
3417,0
40599,0
32464,0
39487,1
10352,0
41030,1
24727,0
36619,1
16918,0
20926,0
24823,0
15817,0
12671,0
4376,0
28958,0
28168,1
4576,0
1539,0
22057,0
33708,0
33872,0
32849,0
16276,0
13966,0
30819,0
28750,0
18051,0
36378,1
29150,0
30705,0
41058,1
37978,0
28886,0
4892,0
971,0
30944,0
32109,0
31260,0
38905,0
36305,1
25988,0
24449,0
24835,0
12518,0
8010,0
29479,0
17369,0
16259,0
14546,0
19943,0
17493,0
3085,0
16413,0
9365,0
14621,0
20952,0
36785,0
8126,0
30968,0
10470,0
33927,0
32081,0
36491,1
36185,0
38784,0
41083,1
18724,0
13378,0
1753,0
29838,0
3187,0
10971,0
32397,0
8014,1
11429,0
12165,0
258,0
38539,1
15873,0
35753,0
27871,0
1425,0
13114,0
24460,0
5265,0
22815,0
25979,0
9922,0
29823,1
26882,0
37880,1
33637,0
596,0
35578,0
18535,0
31737,0
16031,1
26021,0
17535,0
8523,0
12873,0
10335,0
6181,0
1443,0
25095,0
25773,0
32623,0
34751,0
21971,0
21519,0
16203,0
15559,0
2471,0
1013,0
18002,0
12033,0
35798,0
15244,0
2935,0
29908,0
34851,0
39742,1
14464,0
10444,0
24780,0
16641,0
33596,0
27183,0
37820,0
12479,0
35390,0
36438,0
30127,0
17343,0
26525,0
1731,0
40031,0
11224,0
32661,0
33961,0
20731,1
8376,0
15010,1
32834,0
4777,0
8109,0
16040,0
13418,0
37325,0
14308,0
40448,1
25745,0
27773,0
38338,0
31192,0
38928,1
10831,0
29528,0
20798,0
39504,1
39618,0
38982,0
19623,0
23625,0
1229,0
6089,0
369,0
29368,0
18245,0
31265,0
15118,0
10,0
17940,0
15037,0
1527,0
32608,0
6485,0
22387,0
28081,0
13096,0
32329,0
26653,0
13893,0
29566,1
31621,0
291,0
8104,0
6577,0
13872,0
39826,0
28531,0
32130,0
24413,0
31462,0
15902,0
26531,0
14456,0
24385,0
13938,0
29886,0
12684,0
6204,0
6375,0
16851,0
2399,0
39178,1
19242,0
32998,0
39241,0
4130,0
28386,0
15933,0
35124,0
7288,1
4229,0
12607,0
27861,0
35452,0
28532,0
36531,1
7493,0
6938,0
3865,0
35459,0
34886,0
9916,0
2322,0
26196,0
37976,0
1572,0
35101,0
12668,0
32628,0
24472,0
8195,0
12394,0
12959,0
22226,0
28255,0
34636,0
8390,0
24739,0
13073,0
28813,0
13821,0
7226,0
3019,0
9912,0
21847,1
30813,0
7156,0
3413,0
35847,0
2931,0
17242,0
13014,0
38892,1
37426,0
34819,0
30388,0
17043,0
17590,0
36155,0
7055,1
36466,0
25870,0
33396,0
23756,0
30489,0
5815,0
30026,0
25438,0
11212,0
23067,0
33658,0
41076,1
24754,0
31974,0
37808,1
11504,0
35454,0
35841,0
4318,0
4150,0
18070,0
17126,0
36687,1
1469,0
7995,0
17199,0
4920,0
3890,0
27216,0
5211,0
32610,0
38737,0
39805,0
9318,0
20265,0
18647,0
21700,0
8057,0
38050,0
20625,0
18473,0
13968,0
270,0
33619,0
26115,0
9049,0
39431,0
28400,1
917,0
38478,1
37703,0
1575,0
4349,0
7319,0
33611,0
25934,0
35892,1
17578,0
8029,0
4134,0
13040,0
1598,0
24484,0
28132,1
25845,0
34296,0
23735,0
38336,0
10838,0
38105,1
37825,0
10926,0
26758,0
8739,0
5803,0
27034,0
29060,0
35498,0
17292,0
24254,0
15859,0
18030,0
784,0
20147,0
12766,1
23117,0
13948,0
3563,0
15255,0
25267,0
5772,0
31208,0
27679,0
39013,1
16621,1
9035,0
14530,0
2455,0
21817,0
21425,0
20914,0
17721,0
12967,0
25459,0
16373,0
33962,0
13375,0
37646,0
36047,0
4941,0
33975,0
30332,1
39522,0
38954,0
1131,0
26411,0
13015,0
20976,0
14263,0
12618,0
15148,0
3237,0
7141,0
24018,0
23157,0
28304,0
12999,0
34876,0
21923,0
7419,1
22696,0
23049,0
38261,0
16071,0
30994,0
19519,0
1682,0
33595,0
12620,0
32403,0
26430,0
22451,0
24168,0
12138,0
25320,0
31629,0
6028,0
16570,0
37532,0
38036,1
8941,0
32246,0
37204,1
20844,0
20746,0
24640,0
35312,0
3291,0
37846,0
11449,1
13660,0
24423,0
22964,1
19350,0
32555,0
30406,1
38038,0
4457,0
35402,0
15046,0
5923,0
27470,0
30365,1
37377,0
6783,0
32434,0
26990,0
40513,1
28700,0
19903,0
4628,0
7279,0
19035,0
21527,0
18917,0
454,0
31529,0
30018,1
23119,0
16295,0
27602,0
31525,0
12909,0
11046,1
9849,0
8487,0
22844,0
28222,0
28176,0
36048,0
28167,1
1737,0
38779,1
33109,0
34790,0
37449,0
28343,0
28263,0
28818,0
14516,0
4778,0
23671,0
5141,0
37352,1
28217,0
19156,0
30591,1
6382,0
2268,0
12653,0
7264,0
26305,0
27607,0
20953,0
29464,0
33856,0
56,0
21240,0
28941,0
28541,0
35049,1
29522,0
24109,0
35406,0
13491,0
13461,0
33170,0
33677,0
12968,0
4468,0
2850,0
13093,0
12281,0
20481,1
2753,0
14702,0
25222,0
28434,1
20784,0
33633,0
34515,0
28310,0
32677,0
35895,1
32022,0
37438,0
16153,0
20054,0
4015,0
22064,0
3544,0
3512,0
2712,0
23760,0
3743,0
14962,0
39960,1
5373,0
38512,0
27782,1
2779,1
41128,1
37763,1
33048,0
34755,0
26833,0
16224,0
36556,1
11383,0
20461,0
40995,0
33818,1
30762,0
31332,1
31077,0
4977,0
1851,0
30797,0
18525,0
28591,1
10451,0
934,0
31499,0
10695,0
15295,0
40027,1
9181,0
29768,0
36068,0
3979,1
39695,0
21962,0
2046,0
14080,0
5518,0
38815,0
38856,1
32162,0
31711,1
25440,0
3196,0
21459,1
38530,0
40704,0
13327,0
15348,0
34263,0
29726,1
2847,0
39395,0
21172,0
29432,1
30210,1
10712,0
34725,0
34829,0
6305,0
14710,0
11960,0
25382,0
1684,0
32921,0
14859,0
3484,0
4945,0
10070,0
40123,1
23580,1
11651,0
16553,0
23336,0
26182,0
29325,0
22905,0
25028,0
34666,0
31070,0
26808,0
33308,0
4655,0
36814,0
35609,0
9794,0
11445,0
29488,0
32096,0
2886,0
36298,0
6548,0
41096,0
8472,0
12400,0
18574,0
29500,0
30781,0
38606,0
11733,0
35060,0
37085,0
20918,0
15661,0
24586,0
32090,0
38016,1
34062,0
36160,1
21976,0
16416,0
38536,0
12085,0
33839,0
23414,1
4860,0
4193,0
19742,0
2647,0
20175,0
21023,0
31126,0
34891,0
36115,0
39619,1
8766,0
39399,0
13504,1
4250,0
19545,0
6157,0
18273,0
3335,0
15900,0
16372,0
25558,0
30098,0
22146,0
16182,0
7057,0
10055,0
26623,0
7672,0
5159,0
17780,0
34793,0
2834,0
35041,0
11353,0
25951,0
147,0
39770,0
5774,0
11299,0
27920,0
7979,0
20223,0
4233,0
37743,1
13071,0
40331,0
22716,0
7632,0
11015,0
36566,1
13847,0
3250,0
28085,1
22046,0
25522,0
13670,0
21954,0
10177,0
17197,0
13081,0
2943,0
5286,0
30641,0
26968,0
37324,0
13505,0
7888,0
23672,0
22110,0
3160,0
3362,0
38822,0
26856,0
12550,0
700,0
26285,0
23240,0
36070,0
14589,0
13511,0
40986,0
20994,0
34451,0
10251,0
34875,0
22242,0
18015,0
19743,0
19478,0
35434,0
5384,1
1112,0
11548,0
1482,0
24535,0
39745,1
28193,0
17591,0
37571,1
17400,0
15920,0
14750,0
24612,0
34261,0
19394,0
26493,0
40795,0
1416,0
11249,0
6756,0
33512,0
12,0
10597,0
18020,0
19099,0
20470,0
13164,0
32055,0
36392,0
33081,0
33841,0
38915,0
12276,0
247,0
9695,0
34353,0
10084,0
21162,0
22047,0
19889,0
20922,0
20820,0
13266,0
18685,0
27845,0
31149,0
15431,0
3623,0
26542,0
15894,0
29043,1
15474,1
25151,0
32705,0
36961,0
39906,1
20229,0
17570,0
25605,0
17618,0
1307,0
10186,0
39011,1
2861,0
17890,0
39763,1
38429,1
11150,0
37660,0
12942,0
15165,0
40723,1
30730,0
35476,0
25983,0
35423,0
34397,0
16401,0
2851,0
22425,0
17173,0
23382,0
12232,0
31675,0
7513,0
11934,0
1837,0
27793,0
1028,0
11961,1
31823,0
21584,0
10300,0
7838,0
13816,0
14174,0
30799,0
9427,0
40486,0
27280,0
18728,0
881,0
20413,1
11167,0
4381,0
21022,0
12436,0
21177,0
35669,0
16396,0
5303,0
737,0
25394,0
26427,0
741,0
15713,0
28790,0
36332,0
21667,0
5938,0
30318,0
6368,0
32143,0
25520,0
15126,1
27267,0
32392,0
11542,0
38090,0
1993,0
5350,0
23963,0
7492,0
10914,0
1788,0
15227,0
17627,0
40302,1
13157,0
14075,1
20969,0
38666,1
22523,0
24013,0
12833,0
13477,0
29096,0
18977,0
16804,0
31532,0
34278,0
39085,0
33463,0
25563,0
28037,0
40745,0
28576,0
29390,0
1284,0
19647,0
22904,1
5864,0
15960,0
16485,0
20429,0
12562,0
33252,0
14107,0
23741,0
11677,0
28334,0
16050,0
16254,0
35647,0
14016,0
27344,0
20837,0
20336,0
6823,0
66,0
10648,0
37136,0
38510,0
25336,0
33915,0
25072,0
35284,0
18579,0
32586,0
32412,0
13360,0
5800,0
11787,0
27193,0
13383,0
